수준,날짜 및 시간,원본,이벤트 ID,작업 범주
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe 응용 프로그램(프로세스 ID 3396)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 3264)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CDPSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\sihost.exe 응용 프로그램(프로세스 ID 3136)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: sihost.exe
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 3048)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k netsvcs
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 3044)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2884)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p -s WSAIFabricSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2868)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s WpnService
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2860)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Program Files\Windows Defender\MsMpEng.exe 응용 프로그램(프로세스 ID 2852)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""C:\Program Files\Windows Defender\MsMpEng.exe""
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2844)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2832)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2756)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s iphlpsvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2740)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS
영향을 받는 디바이스 목록:
SCSI\Disk&Ven_VMware_&Prod_VMware_Virtual_S\5&5095df7&0&000000
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2728)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k utcsvc -p
영향을 받는 디바이스 목록:
SCSI\Disk&Ven_VMware_&Prod_VMware_Virtual_S\5&5095df7&0&000000
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2720)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k appmodel -p -s StateRepository
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2612)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2580)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\spoolsv.exe 응용 프로그램(프로세스 ID 2516)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\spoolsv.exe
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2440)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2372)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2364)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2300)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2268)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s TokenBroker
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2260)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2220)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2116)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 2016)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1944)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p -s SENS
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1848)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k NetworkService -p
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Program Files\Microsoft Office\root\Office16\SDXHelper.exe 응용 프로그램(프로세스 ID 1792)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""C:\Program Files\Microsoft Office\Root\Office16\SDXHelper.exe"" -Embedding
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1744)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1728)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1720)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalService -p -s EventSystem
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1656)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe 응용 프로그램(프로세스 ID 1560)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\wbem\wmiprvse.exe
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1536)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1464)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k netprofm -p -s netprofm
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe 응용 프로그램(프로세스 ID 1424)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window --win-session-start
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1400)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1388)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1376)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1332)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe 응용 프로그램(프로세스 ID 1308)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1268)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s AppIDSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1212)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1196)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1188)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe 응용 프로그램(프로세스 ID 1148)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\Windows\System32\RuntimeBroker.exe -Embedding
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\svchost.exe 응용 프로그램(프로세스 ID 1144)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
경고,2025-11-19 오후 1:07:41,Microsoft-Windows-Kernel-PnP,225,(223),"\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe 응용 프로그램(프로세스 ID 1116)이 PCI\VEN_15AD&DEV_07C0&SUBSYS_07C015AD&REV_02\9F1723305005056200 장치의 제거 또는 꺼내기를 중지했습니다.
프로세스 명령줄: ""fontdrvhost.exe""
영향을 받는 디바이스 목록:
STORAGE\Volume\{2493693f-c496-11f0-832a-806e6f6e6963}#000000000D900000
"
